Time,P634A,P634B,P634C,Q634A,Q634B,Q634C,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,Ptotal
277,0.825177946,2.154858945,2.333773821,0.308308207,4.030914098,1.936549584,0.460482509,1.055314183,3.036388452,0.437168782,0.962360787,1.853134889,7,7,0.1,0.579221056,0.231688422,0.39887639,0.231688422,0.272848504,0.231688422,0.272848504,0.231688422,0.579221056,0.231688422,0.39887639,0.231688422,0.272848504,0.231688422,0.272848504,0.231688422,0.579221056,0.231688422,0.39887639,0.231688422,0.272848504,0.231688422,0.272848504,0.231688422,0.579221056,0.231688422,0.39887639,0.231688422,0.272848504,0.231688422,0.272848504,0.231688422,0.198807109,0.198807109,0.198807109,0.198470636,35.05727992
278,0.739454515,2.284712957,2.333496821,0.314961868,4.479690656,1.937332084,0.464002769,1.094148986,3.037375952,0.417446512,0.901841791,1.853433389,7,7,0.1,0.579314356,0.231725742,0.39915219,0.231725742,0.272892454,0.231725742,0.272892454,0.231725742,0.579314356,0.231725742,0.39915219,0.231725742,0.272892454,0.231725742,0.272892454,0.231725742,0.579314356,0.231725742,0.39915219,0.231725742,0.272892454,0.231725742,0.272892454,0.231725742,0.579314356,0.231725742,0.39915219,0.231725742,0.272892454,0.231725742,0.272892454,0.231725742,0.198812027,0.198812027,0.198812027,0.198475575,34.96621813
279,0.753447547,2.165484436,2.333219821,0.287376946,4.832428845,1.938114584,0.43132872,1.117022044,3.038363452,0.417423126,0.853231606,1.853731889,7,7,0.1,0.579407656,0.231763062,0.39942799,0.231763062,0.272936404,0.231763062,0.272936404,0.231763062,0.579407656,0.231763062,0.39942799,0.231763062,0.272936404,0.231763062,0.272936404,0.231763062,0.579407656,0.231763062,0.39942799,0.231763062,0.272936404,0.231763062,0.272936404,0.231763062,0.579407656,0.231763062,0.39942799,0.231763062,0.272936404,0.231763062,0.272936404,0.231763062,0.198816944,0.198816944,0.198816944,0.198480513,34.9241388
280,0.888604787,1.991983743,2.332942821,0.29296875,4.790616301,1.938897084,0.389219194,1.131389691,3.039350952,0.457307767,0.950781722,1.854030389,7,7,0.1,0.579500956,0.231800382,0.39970379,0.231800382,0.272980354,0.231800382,0.272980354,0.231800382,0.579500956,0.231800382,0.39970379,0.231800382,0.272980354,0.231800382,0.272980354,0.231800382,0.579500956,0.231800382,0.39970379,0.231800382,0.272980354,0.231800382,0.272980354,0.231800382,0.579500956,0.231800382,0.39970379,0.231800382,0.272980354,0.231800382,0.272980354,0.231800382,0.19882186,0.19882186,0.19882186,0.19848545,35.06687294
281,0.991249984,1.946007809,2.332665821,0.339543847,4.639571514,1.939679584,0.352861596,1.141773068,3.040338452,0.527890752,1.162692619,1.854328889,7,7,0.1,0.579594256,0.231837702,0.39997959,0.231837702,0.273024304,0.231837702,0.273024304,0.231837702,0.579594256,0.231837702,0.39997959,0.231837702,0.273024304,0.231837702,0.273024304,0.231837702,0.579594256,0.231837702,0.39997959,0.231837702,0.273024304,0.231837702,0.273024304,0.231837702,0.579594256,0.231837702,0.39997959,0.231837702,0.273024304,0.231837702,0.273024304,0.231837702,0.198826775,0.198826775,0.198826775,0.198490386,35.25452862
282,0.980828195,2.01922937,2.332388821,0.400710916,4.55203194,1.940462084,0.350889394,1.115687616,3.041325952,0.554425962,1.279136122,1.854627389,7,7,0.1,0.579687556,0.231875022,0.40025539,0.231875022,0.273068254,0.231875022,0.273068254,0.231875022,0.579687556,0.231875022,0.40025539,0.231875022,0.273068254,0.231875022,0.273068254,0.231875022,0.579687556,0.231875022,0.40025539,0.231875022,0.273068254,0.231875022,0.273068254,0.231875022,0.579687556,0.231875022,0.40025539,0.231875022,0.273068254,0.231875022,0.273068254,0.231875022,0.198831689,0.198831689,0.198831689,0.19849532,35.33404689
283,0.901027466,2.115951587,2.332111821,0.469681937,4.3701233,1.941244584,0.405019801,1.10152542,3.042313452,0.504590775,1.306798696,1.854925889,7,7,0.1,0.579780856,0.231912342,0.40053119,0.231912342,0.273112204,0.231912342,0.273112204,0.231912342,0.579780856,0.231912342,0.40053119,0.231912342,0.273112204,0.231912342,0.273112204,0.231912342,0.579780856,0.231912342,0.40053119,0.231912342,0.273112204,0.231912342,0.273112204,0.231912342,0.579780856,0.231912342,0.40053119,0.231912342,0.273112204,0.231912342,0.273112204,0.231912342,0.198836601,0.198836601,0.198836601,0.198500254,35.3317224
284,0.840248715,2.1188059,2.331834821,0.510497408,4.087701458,1.942027084,0.477413569,1.138266976,3.043300952,0.416069755,1.321074676,1.855224389,7,7,0.1,0.579874156,0.231949662,0.40080699,0.231949662,0.273156154,0.231949662,0.273156154,0.231949662,0.579874156,0.231949662,0.40080699,0.231949662,0.273156154,0.231949662,0.273156154,0.231949662,0.579874156,0.231949662,0.40080699,0.231949662,0.273156154,0.231949662,0.273156154,0.231949662,0.579874156,0.231949662,0.40080699,0.231949662,0.273156154,0.231949662,0.273156154,0.231949662,0.198841513,0.198841513,0.198841513,0.198505186,35.29984185
285,0.847997724,2.054713533,2.331557821,0.499902646,3.765189597,1.942809584,0.522648085,1.189219563,3.044288452,0.372581761,1.297912383,1.855522889,7,7,0.1,0.579967456,0.231986982,0.40108279,0.231986982,0.273200104,0.231986982,0.273200104,0.231986982,0.579967456,0.231986982,0.40108279,0.231986982,0.273200104,0.231986982,0.273200104,0.231986982,0.579967456,0.231986982,0.40108279,0.231986982,0.273200104,0.231986982,0.273200104,0.231986982,0.579967456,0.231986982,0.40108279,0.231986982,0.273200104,0.231986982,0.273200104,0.231986982,0.198846423,0.198846423,0.198846423,0.198510117,35.30295261
286,0.858073196,1.997446454,2.331280821,0.490766119,3.442365363,1.943592084,0.535098126,1.260985272,3.045275952,0.426978858,1.237604509,1.855821389,7,7,0.1,0.580060756,0.232024302,0.40135859,0.232024302,0.273244054,0.232024302,0.273244054,0.232024302,0.580060756,0.232024302,0.40135859,0.232024302,0.273244054,0.232024302,0.273244054,0.232024302,0.580060756,0.232024302,0.40135859,0.232024302,0.273244054,0.232024302,0.273244054,0.232024302,0.580060756,0.232024302,0.40135859,0.232024302,0.273244054,0.232024302,0.273244054,0.232024302,0.198851333,0.198851333,0.198851333,0.198515048,35.37494869
287,0.837278797,2.00954427,2.331003821,0.505140369,3.221231455,1.944374584,0.555009617,1.366145466,3.046263452,0.51094974,1.151361832,1.856119889,7,7,0.1,0.580154056,0.232061622,0.40163439,0.232061622,0.273288004,0.232061622,0.273288004,0.232061622,0.580154056,0.232061622,0.40163439,0.232061622,0.273288004,0.232061622,0.273288004,0.232061622,0.580154056,0.232061622,0.40163439,0.232061622,0.273288004,0.232061622,0.273288004,0.232061622,0.580154056,0.232061622,0.40163439,0.232061622,0.273288004,0.232061622,0.273288004,0.232061622,0.198856241,0.198856241,0.198856241,0.198519977,35.4766209
288,0.830474412,2.155178222,2.330726821,0.477231173,3.381160336,1.945157084,0.594643268,1.454852488,3.047250952,0.573577387,1.087470991,1.856418389,7,7,0.1,0.580247356,0.232098942,0.40191019,0.232098942,0.273331954,0.232098942,0.273331954,0.232098942,0.580247356,0.232098942,0.40191019,0.232098942,0.273331954,0.232098942,0.273331954,0.232098942,0.580247356,0.232098942,0.40191019,0.232098942,0.273331954,0.232098942,0.273331954,0.232098942,0.580247356,0.232098942,0.40191019,0.232098942,0.273331954,0.232098942,0.273331954,0.232098942,0.198861148,0.198861148,0.198861148,0.198524905,35.54837861
289,0.868378275,2.328656519,2.330449821,0.390743945,3.824849617,1.945939584,0.592092368,1.453935863,3.048238452,0.612901788,1.09227499,1.856716889,7,7,0.1,0.580340656,0.232136262,0.40218599,0.232136262,0.273375904,0.232136262,0.273375904,0.232136262,0.580340656,0.232136262,0.40218599,0.232136262,0.273375904,0.232136262,0.273375904,0.232136262,0.580340656,0.232136262,0.40218599,0.232136262,0.273375904,0.232136262,0.273375904,0.232136262,0.580340656,0.232136262,0.40218599,0.232136262,0.273375904,0.232136262,0.273375904,0.232136262,0.198866054,0.198866054,0.198866054,0.198529832,35.54077873
290,0.933269417,2.355602302,2.330172821,0.338638184,3.944560999,1.946722084,0.557327757,1.335834041,3.049225952,0.579761329,1.081656445,1.857015389,7,7,0.1,0.580433956,0.232173582,0.40246179,0.232173582,0.273419854,0.232173582,0.273419854,0.232173582,0.580433956,0.232173582,0.40246179,0.232173582,0.273419854,0.232173582,0.273419854,0.232173582,0.580433956,0.232173582,0.40246179,0.232173582,0.273419854,0.232173582,0.273419854,0.232173582,0.580433956,0.232173582,0.40246179,0.232173582,0.273419854,0.232173582,0.273419854,0.232173582,0.198870959,0.198870959,0.198870959,0.198534757,35.48986903
291,0.994130698,2.261422818,2.329895821,0.373030041,3.627763949,1.947504584,0.560787519,1.17667511,3.050213452,0.501229352,1.01273646,1.857313889,7,7,0.1,0.580527256,0.232210902,0.40273759,0.232210902,0.273463804,0.232210902,0.273463804,0.232210902,0.580527256,0.232210902,0.40273759,0.232210902,0.273463804,0.232210902,0.273463804,0.232210902,0.580527256,0.232210902,0.40273759,0.232210902,0.273463804,0.232210902,0.273463804,0.232210902,0.580527256,0.232210902,0.40273759,0.232210902,0.273463804,0.232210902,0.273463804,0.232210902,0.198875863,0.198875863,0.198875863,0.198539682,35.51425995
292,1.006236868,2.179043852,2.329618821,0.43632856,3.316420879,1.948287084,0.586830453,1.024959563,3.051200952,0.480666374,0.979095493,1.857612389,7,7,0.1,0.580620556,0.232248222,0.40301339,0.232248222,0.273507754,0.232248222,0.273507754,0.232248222,0.580620556,0.232248222,0.40301339,0.232248222,0.273507754,0.232248222,0.273507754,0.232248222,0.580620556,0.232248222,0.40301339,0.232248222,0.273507754,0.232248222,0.273507754,0.232248222,0.580620556,0.232248222,0.40301339,0.232248222,0.273507754,0.232248222,0.273507754,0.232248222,0.198880766,0.198880766,0.198880766,0.198544605,35.59935458
293,0.960992107,2.113701817,2.329341821,0.476913823,3.396979517,1.949069584,0.595967734,0.910175277,3.052188452,0.510512363,1.000769059,1.857910889,7,7,0.1,0.580713856,0.232285542,0.40328919,0.232285542,0.273551704,0.232285542,0.273551704,0.232285542,0.580713856,0.232285542,0.40328919,0.232285542,0.273551704,0.232285542,0.273551704,0.232285542,0.580713856,0.232285542,0.40328919,0.232285542,0.273551704,0.232285542,0.273551704,0.232285542,0.580713856,0.232285542,0.40328919,0.232285542,0.273551704,0.232285542,0.273551704,0.232285542,0.198885667,0.198885667,0.198885667,0.198549528,35.63788834
294,0.912950953,2.040066924,2.329064821,0.487842845,3.785729679,1.949852084,0.581550847,0.854427029,3.053175952,0.529265925,1.020765803,1.858209389,7,7,0.1,0.580807156,0.232322862,0.40356499,0.232322862,0.273595654,0.232322862,0.273595654,0.232322862,0.580807156,0.232322862,0.40356499,0.232322862,0.273595654,0.232322862,0.273595654,0.232322862,0.580807156,0.232322862,0.40356499,0.232322862,0.273595654,0.232322862,0.273595654,0.232322862,0.580807156,0.232322862,0.40356499,0.232322862,0.273595654,0.232322862,0.273595654,0.232322862,0.198890568,0.198890568,0.198890568,0.198554449,35.60932288
295,0.889879179,1.942811776,2.328787821,0.48141866,4.011983741,1.950634584,0.555532838,0.841797066,3.054163452,0.538295166,1.024056965,1.858507889,7,7,0.1,0.580900456,0.232360182,0.40384079,0.232360182,0.273639604,0.232360182,0.273639604,0.232360182,0.580900456,0.232360182,0.40384079,0.232360182,0.273639604,0.232360182,0.273639604,0.232360182,0.580900456,0.232360182,0.40384079,0.232360182,0.273639604,0.232360182,0.273639604,0.232360182,0.580900456,0.232360182,0.40384079,0.232360182,0.273639604,0.232360182,0.273639604,0.232360182,0.198895467,0.198895467,0.198895467,0.19855937,35.56704814
296,0.895032576,1.796196195,2.328510821,0.457308531,3.966783401,1.951417084,0.533193158,0.899307033,3.055150952,0.525885493,1.020805794,1.858806389,7,7,0.1,0.580993756,0.232397502,0.40411659,0.232397502,0.273683554,0.232397502,0.273683554,0.232397502,0.580993756,0.232397502,0.40411659,0.232397502,0.273683554,0.232397502,0.273683554,0.232397502,0.580993756,0.232397502,0.40411659,0.232397502,0.273683554,0.232397502,0.273683554,0.232397502,0.580993756,0.232397502,0.40411659,0.232397502,0.273683554,0.232397502,0.273683554,0.232397502,0.198900366,0.198900366,0.198900366,0.198564289,35.51755204
297,0.930934149,1.668303395,2.328233821,0.425043915,3.843351567,1.952199584,0.511551441,1.009363212,3.056138452,0.482827199,1.041192142,1.859104889,7,7,0.1,0.581087056,0.232434822,0.40439239,0.232434822,0.273727504,0.232434822,0.273727504,0.232434822,0.581087056,0.232434822,0.40439239,0.232434822,0.273727504,0.232434822,0.273727504,0.232434822,0.581087056,0.232434822,0.40439239,0.232434822,0.273727504,0.232434822,0.273727504,0.232434822,0.581087056,0.232434822,0.40439239,0.232434822,0.273727504,0.232434822,0.273727504,0.232434822,0.198905263,0.198905263,0.198905263,0.198569207,35.46069898
298,0.981730399,1.632434482,2.327956821,0.398236972,3.733852751,1.952982084,0.504106666,1.096102764,3.057125952,0.455483125,1.073599817,1.859403389,7,7,0.1,0.581180356,0.232472142,0.40466819,0.232472142,0.273771454,0.232472142,0.273771454,0.232472142,0.581180356,0.232472142,0.40466819,0.232472142,0.273771454,0.232472142,0.273771454,0.232472142,0.581180356,0.232472142,0.40466819,0.232472142,0.273771454,0.232472142,0.273771454,0.232472142,0.581180356,0.232472142,0.40466819,0.232472142,0.273771454,0.232472142,0.273771454,0.232472142,0.198910159,0.198910159,0.198910159,0.198574124,35.45410943
299,0.995032292,1.709168563,2.327679821,0.376744314,3.743454642,1.953764584,0.510887799,1.116517756,3.058113452,0.465281635,1.051543187,1.859701889,7,7,0.1,0.581273656,0.232509462,0.40494399,0.232509462,0.273815404,0.232509462,0.273815404,0.232509462,0.581273656,0.232509462,0.40494399,0.232509462,0.273815404,0.232509462,0.273815404,0.232509462,0.581273656,0.232509462,0.40494399,0.232509462,0.273815404,0.232509462,0.273815404,0.232509462,0.581273656,0.232509462,0.40494399,0.232509462,0.273815404,0.232509462,0.273815404,0.232509462,0.198915055,0.198915055,0.198915055,0.19857904,35.4667083
300,0.971011215,1.87034032,2.327402821,0.385001849,3.887750152,1.954547084,0.500624416,1.056493848,3.059100952,0.514046866,0.946379545,1.860000389,7,7,0.1,0.581366956,0.232546782,0.40521979,0.232546782,0.273859354,0.232546782,0.273859354,0.232546782,0.581366956,0.232546782,0.40521979,0.232546782,0.273859354,0.232546782,0.273859354,0.232546782,0.581366956,0.232546782,0.40521979,0.232546782,0.273859354,0.232546782,0.273859354,0.232546782,0.581366956,0.232546782,0.40521979,0.232546782,0.273859354,0.232546782,0.273859354,0.232546782,0.198919949,0.198919949,0.198919949,0.198583954,35.49365659
301,0.974109114,2.000260959,2.327125821,0.428184003,4.006231004,1.955329584,0.478279549,0.979535586,3.060088452,0.58195057,0.828699053,1.860298889,7,7,0.1,0.581460256,0.232584102,0.40549559,0.232584102,0.273903304,0.232584102,0.273903304,0.232584102,0.581460256,0.232584102,0.40549559,0.232584102,0.273903304,0.232584102,0.273903304,0.232584102,0.581460256,0.232584102,0.40549559,0.232584102,0.273903304,0.232584102,0.273903304,0.232584102,0.581460256,0.232584102,0.40549559,0.232584102,0.273903304,0.232584102,0.273903304,0.232584102,0.198924842,0.198924842,0.198924842,0.198588868,35.58970547
302,1.006769975,1.963788857,2.326848821,0.48224415,3.944641643,1.956112084,0.475021958,0.980899815,3.061075952,0.606412351,0.814838618,1.860597389,7,7,0.1,0.581553556,0.232621422,0.40577139,0.232621422,0.273947254,0.232621422,0.273947254,0.232621422,0.581553556,0.232621422,0.40577139,0.232621422,0.273947254,0.232621422,0.273947254,0.232621422,0.581553556,0.232621422,0.40577139,0.232621422,0.273947254,0.232621422,0.273947254,0.232621422,0.581553556,0.232621422,0.40577139,0.232621422,0.273947254,0.232621422,0.273947254,0.232621422,0.198929734,0.198929734,0.198929734,0.198593781,35.70184066
303,1.040110933,1.768978193,2.326571821,0.513025929,3.730959799,1.956894584,0.492372223,1.049690709,3.062063452,0.58227425,0.86251155,1.860895889,7,7,0.1,0.581646856,0.232658742,0.40604719,0.232658742,0.273991204,0.232658742,0.273991204,0.232658742,0.581646856,0.232658742,0.40604719,0.232658742,0.273991204,0.232658742,0.273991204,0.232658742,0.581646856,0.232658742,0.40604719,0.232658742,0.273991204,0.232658742,0.273991204,0.232658742,0.581646856,0.232658742,0.40604719,0.232658742,0.273991204,0.232658742,0.273991204,0.232658742,0.198934624,0.198934624,0.198934624,0.198598692,35.76338555
304,1.042443539,1.60405159,2.326294821,0.507925655,3.656119116,1.957677084,0.513227616,1.113765992,3.063050952,0.549338763,0.886840961,1.861194389,7,7,0.1,0.581740156,0.232696062,0.40632299,0.232696062,0.274035154,0.232696062,0.274035154,0.232696062,0.581740156,0.232696062,0.40632299,0.232696062,0.274035154,0.232696062,0.274035154,0.232696062,0.581740156,0.232696062,0.40632299,0.232696062,0.274035154,0.232696062,0.274035154,0.232696062,0.581740156,0.232696062,0.40632299,0.232696062,0.274035154,0.232696062,0.274035154,0.232696062,0.198939514,0.198939514,0.198939514,0.198603603,35.75274778
305,0.999705645,1.596130193,2.326017821,0.525438973,4.009178687,1.958459584,0.518350228,1.172163174,3.064038452,0.517237243,0.890523231,1.861492889,7,7,0.1,0.581833456,0.232733382,0.40659879,0.232733382,0.274079104,0.232733382,0.274079104,0.232733382,0.581833456,0.232733382,0.40659879,0.232733382,0.274079104,0.232733382,0.274079104,0.232733382,0.581833456,0.232733382,0.40659879,0.232733382,0.274079104,0.232733382,0.274079104,0.232733382,0.581833456,0.232733382,0.40659879,0.232733382,0.274079104,0.232733382,0.274079104,0.232733382,0.198944403,0.198944403,0.198944403,0.198608512,35.70475429
306,0.9742731,1.641459376,2.325740821,0.58582889,4.515657781,1.959242084,0.50634717,1.217963736,3.065025952,0.514201733,0.855557507,1.861791389,7,7,0.1,0.581926756,0.232770702,0.40687459,0.232770702,0.274123054,0.232770702,0.274123054,0.232770702,0.581926756,0.232770702,0.40687459,0.232770702,0.274123054,0.232770702,0.274123054,0.232770702,0.581926756,0.232770702,0.40687459,0.232770702,0.274123054,0.232770702,0.274123054,0.232770702,0.581926756,0.232770702,0.40687459,0.232770702,0.274123054,0.232770702,0.274123054,0.232770702,0.19894929,0.19894929,0.19894929,0.19861342,35.72888308
307,0.985378862,1.644603,2.325463821,0.630476013,4.6133438,1.960024584,0.482785087,1.157454303,3.066013452,0.562913188,0.840371566,1.862089889,7,7,0.1,0.582020056,0.232808022,0.40715039,0.232808022,0.274167004,0.232808022,0.274167004,0.232808022,0.582020056,0.232808022,0.40715039,0.232808022,0.274167004,0.232808022,0.274167004,0.232808022,0.582020056,0.232808022,0.40715039,0.232808022,0.274167004,0.232808022,0.274167004,0.232808022,0.582020056,0.232808022,0.40715039,0.232808022,0.274167004,0.232808022,0.274167004,0.232808022,0.198954177,0.198954177,0.198954177,0.198618327,35.81399533
308,0.967566489,1.642975048,2.325186821,0.630744718,4.158672048,1.960807084,0.442880203,1.025343253,3.067000952,0.606516099,0.888856926,1.862388389,7,7,0.1,0.582113356,0.232845342,0.40742619,0.232845342,0.274210954,0.232845342,0.274210954,0.232845342,0.582113356,0.232845342,0.40742619,0.232845342,0.274210954,0.232845342,0.274210954,0.232845342,0.582113356,0.232845342,0.40742619,0.232845342,0.274210954,0.232845342,0.274210954,0.232845342,0.582113356,0.232845342,0.40742619,0.232845342,0.274210954,0.232845342,0.274210954,0.232845342,0.198959062,0.198959062,0.198959062,0.198623233,35.80435968
309,0.917623537,1.651009074,2.324909821,0.597984073,3.671342419,1.961589584,0.424078421,0.984578661,3.067988452,0.60272062,0.920924885,1.862686889,7,7,0.1,0.582206656,0.232882662,0.40770199,0.232882662,0.274254904,0.232882662,0.274254904,0.232882662,0.582206656,0.232882662,0.40770199,0.232882662,0.274254904,0.232882662,0.274254904,0.232882662,0.582206656,0.232882662,0.40770199,0.232882662,0.274254904,0.232882662,0.274254904,0.232882662,0.582206656,0.232882662,0.40770199,0.232882662,0.274254904,0.232882662,0.274254904,0.232882662,0.198963947,0.198963947,0.198963947,0.198628138,35.70326881
310,0.895196326,1.614026789,2.324632821,0.5548078,3.724106062,1.962372084,0.447211143,1.005556846,3.068975952,0.592878383,0.948745514,1.862985389,7,7,0.1,0.582299956,0.232919982,0.40797779,0.232919982,0.274298854,0.232919982,0.274298854,0.232919982,0.582299956,0.232919982,0.40797779,0.232919982,0.274298854,0.232919982,0.274298854,0.232919982,0.582299956,0.232919982,0.40797779,0.232919982,0.274298854,0.232919982,0.274298854,0.232919982,0.582299956,0.232919982,0.40797779,0.232919982,0.274298854,0.232919982,0.274298854,0.232919982,0.19896883,0.19896883,0.19896883,0.198633042,35.6551658
311,0.889331084,1.590885862,2.324355821,0.510901697,4.12979194,1.963154584,0.494187075,1.017991564,3.069963452,0.594771845,1.051946096,1.863283889,7,7,0.1,0.582393256,0.232957302,0.40825359,0.232957302,0.274342804,0.232957302,0.274342804,0.232957302,0.582393256,0.232957302,0.40825359,0.232957302,0.274342804,0.232957302,0.274342804,0.232957302,0.582393256,0.232957302,0.40825359,0.232957302,0.274342804,0.232957302,0.274342804,0.232957302,0.582393256,0.232957302,0.40825359,0.232957302,0.274342804,0.232957302,0.274342804,0.232957302,0.198973712,0.198973712,0.198973712,0.198637945,35.65847384
312,0.861505459,1.743101593,2.324078821,0.459842806,4.419784649,1.963937084,0.528996211,1.054708734,3.070950952,0.59882873,1.219972589,1.863582389,7,7,0.1,0.582486556,0.232994622,0.40852939,0.232994622,0.274386754,0.232994622,0.274386754,0.232994622,0.582486556,0.232994622,0.40852939,0.232994622,0.274386754,0.232994622,0.274386754,0.232994622,0.582486556,0.232994622,0.40852939,0.232994622,0.274386754,0.232994622,0.274386754,0.232994622,0.582486556,0.232994622,0.40852939,0.232994622,0.274386754,0.232994622,0.274386754,0.232994622,0.198978593,0.198978593,0.198978593,0.198642847,35.62266533
313,0.812312929,1.974567302,2.323801821,0.424567233,4.446840548,1.964719584,0.500964317,1.082986196,3.071938452,0.597722546,1.339962792,1.863880889,7,7,0.1,0.582579856,0.233031942,0.40880519,0.233031942,0.274430704,0.233031942,0.274430704,0.233031942,0.582579856,0.233031942,0.40880519,0.233031942,0.274430704,0.233031942,0.274430704,0.233031942,0.582579856,0.233031942,0.40880519,0.233031942,0.274430704,0.233031942,0.274430704,0.233031942,0.582579856,0.233031942,0.40880519,0.233031942,0.274430704,0.233031942,0.274430704,0.233031942,0.198983473,0.198983473,0.198983473,0.198647747,35.51326914
314,0.779230892,2.083661165,2.323524821,0.426852313,4.226272197,1.965502084,0.444791527,1.115318174,3.072925952,0.577551609,1.372518683,1.864179389,7,7,0.1,0.582673156,0.233069262,0.40908099,0.233069262,0.274474654,0.233069262,0.274474654,0.233069262,0.582673156,0.233069262,0.40908099,0.233069262,0.274474654,0.233069262,0.274474654,0.233069262,0.582673156,0.233069262,0.40908099,0.233069262,0.274474654,0.233069262,0.274474654,0.233069262,0.582673156,0.233069262,0.40908099,0.233069262,0.274474654,0.233069262,0.274474654,0.233069262,0.198988352,0.198988352,0.198988352,0.198652647,35.41033845
315,0.781491601,2.105231458,2.323247821,0.44432602,3.932075336,1.966284584,0.438819011,1.156897197,3.073913452,0.537716737,1.379737967,1.864477889,7,7,0.1,0.582766456,0.233106582,0.40935679,0.233106582,0.274518604,0.233106582,0.274518604,0.233106582,0.582766456,0.233106582,0.40935679,0.233106582,0.274518604,0.233106582,0.274518604,0.233106582,0.582766456,0.233106582,0.40935679,0.233106582,0.274518604,0.233106582,0.274518604,0.233106582,0.582766456,0.233106582,0.40935679,0.233106582,0.274518604,0.233106582,0.274518604,0.233106582,0.19899323,0.19899323,0.19899323,0.198657545,35.38847546
316,0.775174655,2.168171073,2.322970821,0.447528085,3.749457604,1.967067084,0.488319937,1.138683294,3.074900952,0.477723941,1.351210325,1.864776389,7,7,0.1,0.582859756,0.233143902,0.40963259,0.233143902,0.274562554,0.233143902,0.274562554,0.233143902,0.582859756,0.233143902,0.40963259,0.233143902,0.274562554,0.233143902,0.274562554,0.233143902,0.582859756,0.233143902,0.40963259,0.233143902,0.274562554,0.233143902,0.274562554,0.233143902,0.582859756,0.233143902,0.40963259,0.233143902,0.274562554,0.233143902,0.274562554,0.233143902,0.198998107,0.198998107,0.198998107,0.198662443,35.3790787
317,0.761888823,2.273985254,2.322693821,0.43373798,3.733431186,1.967849584,0.545156647,1.057808603,3.075888452,0.424571349,1.308082373,1.865074889,7,7,0.1,0.582953056,0.233181222,0.40990839,0.233181222,0.274606504,0.233181222,0.274606504,0.233181222,0.582953056,0.233181222,0.40990839,0.233181222,0.274606504,0.233181222,0.274606504,0.233181222,0.582953056,0.233181222,0.40990839,0.233181222,0.274606504,0.233181222,0.274606504,0.233181222,0.582953056,0.233181222,0.40990839,0.233181222,0.274606504,0.233181222,0.274606504,0.233181222,0.199002983,0.199002983,0.199002983,0.198667339,35.35989688
318,0.770131224,2.314960776,2.322416821,0.416259579,3.842937969,1.968632084,0.56279643,0.958988782,3.076875952,0.376248805,1.27966034,1.865373389,7,7,0.1,0.583046356,0.233218542,0.41018419,0.233218542,0.274650454,0.233218542,0.274650454,0.233218542,0.583046356,0.233218542,0.41018419,0.233218542,0.274650454,0.233218542,0.274650454,0.233218542,0.583046356,0.233218542,0.41018419,0.233218542,0.274650454,0.233218542,0.274650454,0.233218542,0.583046356,0.233218542,0.41018419,0.233218542,0.274650454,0.233218542,0.274650454,0.233218542,0.199007858,0.199007858,0.199007858,0.198672234,35.3241881
319,0.813854345,2.220184715,2.322139821,0.40980414,3.858959993,1.969414584,0.547341631,0.944759984,3.077863452,0.341389098,1.204029474,1.865671889,7,7,0.1,0.583139656,0.233255862,0.41045999,0.233255862,0.274694404,0.233255862,0.274694404,0.233255862,0.583139656,0.233255862,0.41045999,0.233255862,0.274694404,0.233255862,0.274694404,0.233255862,0.583139656,0.233255862,0.41045999,0.233255862,0.274694404,0.233255862,0.274694404,0.233255862,0.583139656,0.233255862,0.41045999,0.233255862,0.274694404,0.233255862,0.274694404,0.233255862,0.199012731,0.199012731,0.199012731,0.198677128,35.31535127
320,0.901220543,2.0471096,2.321862821,0.424011467,3.847983943,1.970197084,0.53181438,1.05132513,3.078850952,0.378591382,1.091138567,1.865970389,7,7,0.1,0.583232956,0.233293182,0.41073579,0.233293182,0.274738354,0.233293182,0.274738354,0.233293182,0.583232956,0.233293182,0.41073579,0.233293182,0.274738354,0.233293182,0.274738354,0.233293182,0.583232956,0.233293182,0.41073579,0.233293182,0.274738354,0.233293182,0.274738354,0.233293182,0.583232956,0.233293182,0.41073579,0.233293182,0.274738354,0.233293182,0.274738354,0.233293182,0.199017604,0.199017604,0.199017604,0.198682021,35.44280982
321,0.968492909,1.851889012,2.321585821,0.441121038,3.992863474,1.970979584,0.505654591,1.134941023,3.079838452,0.441978027,1.007829209,1.866268889,7,7,0.1,0.583326256,0.233330502,0.41101159,0.233330502,0.274782304,0.233330502,0.274782304,0.233330502,0.583326256,0.233330502,0.41101159,0.233330502,0.274782304,0.233330502,0.274782304,0.233330502,0.583326256,0.233330502,0.41101159,0.233330502,0.274782304,0.233330502,0.274782304,0.233330502,0.583326256,0.233330502,0.41101159,0.233330502,0.274782304,0.233330502,0.274782304,0.233330502,0.199022475,0.199022475,0.199022475,0.198686913,35.5686286
